课程编号,课程名,开课学院,类型,分类,学分,,老师
B3I033220,自动控制元件(全汉语),自动化科学与电气工程学院,必修,核心专业类,2.5,,赵向阳
B3I033220,自动控制元件(全汉语),自动化科学与电气工程学院,必修,核心专业类,2.5,,金 巍
B3I033230,自动控制元件与电力电子技术实验(全汉语),自动化科学与电气工程学院,必修,核心专业类,1,,暂无信息
B3I033240,微机原理及接口技术实验(全汉语),自动化科学与电气工程学院,必修,核心专业类,1,,暂无信息
B3I033240,微机原理及接口技术实验(全汉语),自动化科学与电气工程学院,必修,核心专业类,1,,暂无信息
B3I033240,微机原理及接口技术实验(全汉语),自动化科学与电气工程学院,必修,核心专业类,1,,暂无信息
B3I042130,气体动力学（2）(全汉语),能源与动力工程学院,必修,核心专业类,2,,额日其太
B3I042130,气体动力学（2）(全汉语),能源与动力工程学院,必修,核心专业类,2,,邹正平
B3I04314A,传热传质学（能源与动力工程专业）(全汉语),能源与动力工程学院,必修,核心专业类,2.5,,徐国强
B3I04314B,传热学(全汉语),能源与动力工程学院,必修,核心专业类,2,,邓宏武
B3I04314B,传热学(全汉语),能源与动力工程学院,必修,核心专业类,2,,李志强
B3I043150,自动控制原理B(全汉语),能源与动力工程学院,必修,核心专业类,2.5,,王 磊
B3I043150,自动控制原理B(全汉语),能源与动力工程学院,必修,核心专业类,2.5,,杨凌宇
B3I043160,弹性力学(全汉语),能源与动力工程学院,必修,核心专业类,2,,闫晓军|张小勇
B3I043170,物理化学(全汉语),能源与动力工程学院,必修,核心专业类,2,,王 女
B3I043210,航空发动机原理（1）(全汉语),能源与动力工程学院,必修,核心专业类,2,,桂幸民
B3I043230,航空发动机原理（2）(全汉语),能源与动力工程学院,必修,核心专业类,1.5,,刘玉英
B3I043410,能量系统分析 (全汉语),能源与动力工程学院,必修,核心专业类,2,,吴 宏|李海旺
B3I053110,飞机总体设计(全汉语),航空科学与工程学院,必修,核心专业类,3,,刘 虎|周尧明|黄敏杰
B3I053110,飞机总体设计(全汉语),航空科学与工程学院,必修,核心专业类,3,,张云飞|李 可|孙康文
B3I053110,飞机总体设计(全汉语),航空科学与工程学院,必修,核心专业类,3,,罗明强|杨穆清
B3I05312B,飞机结构设计(全汉语),航空科学与工程学院,必修,核心专业类,3.5,,何景武
B3I05312B,飞机结构设计(全汉语),航空科学与工程学院,必修,核心专业类,3.5,,罗漳平
B3I05312B,飞机结构设计(全汉语),航空科学与工程学院,必修,核心专业类,3.5,,张纪奎
B3I05312B,飞机结构设计(全汉语),航空科学与工程学院,必修,核心专业类,3.5,,程小全
B3I053150,自动控制原理B(全汉语),航空科学与工程学院,必修,核心专业类,3,,董朝阳|严 德
B3I053150,自动控制原理B(全汉语),航空科学与工程学院,必修,核心专业类,3,,苏 媛
B3I053150,自动控制原理B(全汉语),航空科学与工程学院,必修,核心专业类,3,,孙立国
B3I053150,自动控制原理B(全汉语),航空科学与工程学院,必修,核心专业类,3,,朱 磊
B3I05320B,热工基础A（2）(全汉语),航空科学与工程学院,必修,核心专业类,2,,林贵平|柏立战
B3I073330,制造工程基础(2)(全汉语),机械工程及自动化学院,必修,核心专业类,3,,陈志同|陈华伟
B3I073330,制造工程基础(2)(全汉语),机械工程及自动化学院,必修,核心专业类,3,,陈五一|韩先国|孙剑飞
B3I073330,制造工程基础(2)(全汉语),机械工程及自动化学院,必修,核心专业类,3,,彭 翀|李 勋
B3I073410,机电控制工程基础(全汉语),机械工程及自动化学院,必修,核心专业类,2.5,,刘 强|傅 健
B3I073410,机电控制工程基础(全汉语),机械工程及自动化学院,必修,核心专业类,2.5,,丑武胜
B3I073410,机电控制工程基础(全汉语),机械工程及自动化学院,必修,核心专业类,2.5,,王美清
B3I073410,机电控制工程基础(全汉语),机械工程及自动化学院,必修,核心专业类,2.5,,袁松梅
B3I073420,机电传动控制(全汉语),机械工程及自动化学院,必修,核心专业类,2,,张 伟
B3I073420,机电传动控制(全汉语),机械工程及自动化学院,必修,核心专业类,2,,张 伟
B3I073420,机电传动控制(全汉语),机械工程及自动化学院,必修,核心专业类,2,,齐铂金
B3I073570,设计专题(全汉语),机械工程及自动化学院,必修,核心专业类,2,,尹 虎
B3I073580,专业课程设计(1)(全汉语),机械工程及自动化学院,必修,核心专业类,1,,张 融|魏晓东
B3I073730,产品模型制作(2)(全汉语),机械工程及自动化学院,必修,核心专业类,1.5,,刘永瞻
B3I073790,视觉传达设计(2)(全汉语),机械工程及自动化学院,必修,核心专业类,1.5,,尹 虎|王 韫
B3I08224D,管理会计(全汉语),经济管理学院,必修,核心专业类,2,,胡延杰
B3I083310,课程设计(市场营销)(全汉语),经济管理学院,必修,核心专业类,0.5,,张明立
B3I08331C,工程经济学(全汉语),经济管理学院,必修,核心专业类,2,,郑 筠
B3I08333D,管理信息系统(全汉语),经济管理学院,必修,核心专业类,2,,贾素玲
B3I08334C,市场营销(全汉语),经济管理学院,必修,核心专业类,2.5,,张明立
B3I08335C,生产与运作管理(全汉语),经济管理学院,必修,核心专业类,2.5,,王 晶
B3I08336C,物流管理(全汉语),经济管理学院,必修,核心专业类,2,,赵秋红
B3I08341C,计量经济学(全汉语),经济管理学院,必修,核心专业类,3,,马 杰
B3I08343C,财政学(全汉语),经济管理学院,必修,核心专业类,1.5,,白胜玲
B3I08357D,数据通讯与网络技术(全汉语),经济管理学院,必修,核心专业类,2,,王 强
B3I08362D,系统工程与工业工程原理(全汉语),经济管理学院,必修,核心专业类,2,,邓修权
B3I08363D,工作研究(全汉语),经济管理学院,必修,核心专业类,2,,王赫鑫
B3I08368D,国际金融(全汉语),经济管理学院,必修,核心专业类,2,,蒋 虹
B3I08373D,国际贸易实务(全汉语),经济管理学院,必修,核心专业类,2,,白胜玲
B3I08381D,MATLAB应用(全汉语),经济管理学院,必修,核心专业类,1.5,,罗开平
B3I09312A,拓扑学引论(全汉语),数学与系统科学学院,必修,核心专业类,3,,严夺魁
B3I103110,生物技术,生物与医学工程学院,必修,核心专业类,3,,谢倍珍|付玉明
B3I103120,免疫学(全汉语),生物与医学工程学院,必修,核心专业类,2,,易宗春|桑 晨|刘美丽
B3I103130,分子生物学(全汉语),生物与医学工程学院,必修,核心专业类,2,,郑 权
B3I103140,基因工程与蛋白质工程,生物与医学工程学院,必修,核心专业类,2,,郑丽沙
B3I103150,细胞工程(全汉语),生物与医学工程学院,必修,核心专业类,2,,贡向辉|贾潇凌
B3I103160,反应器技术,生物与医学工程学院,必修,核心专业类,2,,贡向辉|谢倍珍
B3I103210,生物材料(全汉语),生物与医学工程学院,必修,核心专业类,3,,周 钢|刘海峰
B3I103220,医用金属材料(全汉语),生物与医学工程学院,必修,核心专业类,3,,顾雪楠
B3I103230,医用高分子材料(全汉语),生物与医学工程学院,必修,核心专业类,3,,牛旭锋|李林昊
B3I103240,医用无机非金属材料(全汉语),生物与医学工程学院,必修,核心专业类,2,,李晓明
B3I103250,生物材料检测与评价技术(全汉语),生物与医学工程学院,必修,核心专业类,2,,李 萍|李林昊
B3I103410,生物力学(全汉语),生物与医学工程学院,必修,核心专业类,3,,孙安强|宫赫|刘笑宇|姚 杰|康红艳|王亚伟
B3I103420,肌骨系统生物力学(全汉语),生物与医学工程学院,必修,核心专业类,3,,宫赫|刘笑宇|姚 杰|王亚伟
B3I103430,血流动力学(全汉语),生物与医学工程学院,必修,核心专业类,3,,孙安强
B3I103440,细胞生物力学(全汉语),生物与医学工程学院,必修,核心专业类,2,,贾潇凌|刘 肖|康红艳
B3I103450,生物力学实验技术(全汉语),生物与医学工程学院,必修,核心专业类,2,,孙安强|王丽珍|刘笑宇|姚 杰
B3I103510,生物医学电子(全汉语),生物与医学工程学院,必修,核心专业类,3,,张 弛
B3I103540,生物医学信号处理(全英语),生物与医学工程学院,必修,核心专业类,2,,王 玲
B3I103550,生物医学传感器(全汉语),生物与医学工程学院,必修,核心专业类,2,,周 钢|王 豫|张 弛|岳蜀华
B3I113230,中国政治制度(全汉语),人文社会科学学院,必修,核心专业类,2,,谢宝富
B3I113240,社会保障概论(全汉语),人文社会科学学院,必修,核心专业类,3,,贾洪波
B3I113430,人格心理学(全汉语),人文社会科学学院,必修,核心专业类,2,,邓虎
B3I113660,金融学(英汉双语),人文社会科学学院,必修,核心专业类,4,,李筱光
B3I113730,计量经济学(全汉语),人文社会科学学院,必修,核心专业类,4,,刘美芳
B3I113740,技术经济学(全汉语),人文社会科学学院,必修,核心专业类,3,,侯琳琳
B3I123110,高级英语（1）(英汉双语),外国语学院,必修,核心专业类,2,,胥国红
B3I123110,高级英语（1）(英汉双语),外国语学院,必修,核心专业类,2,,高 霞
B3I123110,高级英语（1）(英汉双语),外国语学院,必修,核心专业类,2,,胥国红
B3I123110,高级英语（1）(英汉双语),外国语学院,必修,核心专业类,2,,刘巍巍
B3I123120,普通语言学导论(英汉双语),外国语学院,必修,核心专业类,2,,卫乃兴
B3I123120,普通语言学导论(英汉双语),外国语学院,必修,核心专业类,2,,卫乃兴
B3I123130,高级视听说（1）(英汉双语),外国语学院,必修,核心专业类,1,,王孝杰
B3I123130,高级视听说（1）(英汉双语),外国语学院,必修,核心专业类,1,,王孝杰
B3I123150,英美散文名篇(英汉双语),外国语学院,必修,核心专业类,2,,宋 敏
B3I123150,英美散文名篇(英汉双语),外国语学院,必修,核心专业类,2,,宋 敏
B3I123160,高级德语（1）(其他语言),外国语学院,必修,核心专业类,4,,陈 群
B3I123170,德语国家文学史与作品选读（1）(其他语言),外国语学院,必修,核心专业类,2,,贺 克
B3I123180,德语语言学(其他语言),外国语学院,必修,核心专业类,2,,刘 方
B3I123190,德语高级听力(其他语言),外国语学院,必修,核心专业类,2,,刘 方
B3I13312A,汽车构造及拆装实习,交通科学与工程学院,必修,核心专业类,6,,徐国艳|姬芬竹|王 岩
B3I13312A,汽车构造及拆装实习,交通科学与工程学院,必修,核心专业类,6,,徐国艳|姬芬竹|王 岩
B3I13321A,工程流体力学(全汉语),交通科学与工程学院,必修,核心专业类,2,,康 宁
B3I13322A,汽车发动机原理(全汉语),交通科学与工程学院,必修,核心专业类,2,,宋凌珺
B3I13334A,交通工程学(全汉语),交通科学与工程学院,必修,核心专业类,2,,鲁光泉
B3I13336A,智能交通系统(英汉双语),交通科学与工程学院,必修,核心专业类,2,,田大新|马晓磊|于 滨|郑 楠
B3I13339A,交通管理与控制(英汉双语),交通科学与工程学院,必修,核心专业类,2,,于海洋|吴新开|张 钊
B3I13351A,航空发动机原理(全汉语),交通科学与工程学院,必修,核心专业类,2,,刘传凯
B3I13352A,空气动力学基础(全汉语),交通科学与工程学院,必修,核心专业类,3,,吴江浩
B3I13353A,飞机结构适航的力学基础(全汉语),交通科学与工程学院,必修,核心专业类,3,,熊峻江|白江波
B3I13371A,土力学(全汉语),交通科学与工程学院,必修,核心专业类,3,,姚仰平|罗 汀
B3I13372A,混凝土结构设计原理(全汉语),交通科学与工程学院,必修,核心专业类,5,,刁 波
B3I13391A,自动控制原理B(全汉语),交通科学与工程学院,必修,核心专业类,2.5,,刘晓锋
B3I14312A,自动控制原理B(全汉语),可靠性与系统工程学院,必修,核心专业类,2.5,,王晓峰
B3I14321A,系统工程基础(全汉语),可靠性与系统工程学院,必修,核心专业类,2,,潘 星
B3I14322A,系统可靠性设计分析(全汉语),可靠性与系统工程学院,必修,核心专业类,2,,杨多明
B3I153010,自动控制原理B(全汉语),宇航学院,必修,核心专业类,3,,李惠峰
B3I153010,自动控制原理B(全汉语),宇航学院,必修,核心专业类,3,,周 韬
B3I153010,自动控制原理B(全汉语),宇航学院,必修,核心专业类,3,,邓忠民
B3I172220,工程光学（2）(全汉语),仪器科学与光电工程学院,必修,核心专业类,3,,江 洁
B3I172220,工程光学（2）(全汉语),仪器科学与光电工程学院,必修,核心专业类,3,,屈玉福
B3I172220,工程光学（2）(全汉语),仪器科学与光电工程学院,必修,核心专业类,3,,刘惠兰
B3I172220,工程光学（2）(全汉语),仪器科学与光电工程学院,必修,核心专业类,3,,苏丽娟
B3I173260,微机原理与接口技术(全汉语),仪器科学与光电工程学院,必修,核心专业类,2.5,,冯仁剑
B3I173260,微机原理与接口技术(全汉语),仪器科学与光电工程学院,必修,核心专业类,2.5,,吴银锋
B3I173260,微机原理与接口技术(全汉语),仪器科学与光电工程学院,必修,核心专业类,2.5,,于 宁
B3I173270,自动控制原理（1）(全汉语),仪器科学与光电工程学院,必修,核心专业类,3.5,,魏 彤
B3I173270,自动控制原理（1）(全汉语),仪器科学与光电工程学院,必修,核心专业类,3.5,,魏 鹏
B3I173280,信号分析与处理(全汉语),仪器科学与光电工程学院,必修,核心专业类,4,,王 睿
B3I173280,信号分析与处理(全汉语),仪器科学与光电工程学院,必修,核心专业类,4,,刘 震
B3I173280,信号分析与处理(全汉语),仪器科学与光电工程学院,必修,核心专业类,4,,李 慧
B3I193330,电动力学(全汉语),物理科学与核能工程学院,必修,核心专业类,3,,许怀哲
B3I193420,量子力学(全汉语),物理科学与核能工程学院,必修,核心专业类,4,,陈 勇
B3I193630,近代物理实验（1）(全汉语),物理科学与核能工程学院,必修,核心专业类,2,,唐 芳|王 玫|郝维昌|钱建强|崔益民|李文萍|张高龙|蔡 微
B3I20321A,商法（含公司法和证券法）(全汉语),法学院,必修,核心专业类,3,,周学峰
B3I203310,国际公法(全汉语),法学院,必修,核心专业类,3,,夏春利
B3I213110,操作系统与Linux内核导读,软件学院,必修,核心专业类,4,,原仓周
B3I213120,计算机网络与应用(英汉双语),软件学院,必修,核心专业类,4,,王海泉
B3I213130,程序编译与运行,软件学院,必修,核心专业类,4,,邵兵
B3I27319A,结构化学(全汉语),化学学院,必修,核心专业类,4,,周嘉嘉
B1A043230,复变函数(全汉语),能源与动力工程学院,选修,数学与自然科学类,2,,王 强
50G01030,图像处理(全汉语),宇航学院,选修,公共选修课程,1.5,,游 晖
50G01050,西方音乐史与名曲鉴赏(全汉语),人文社会科学学院,选修,公共选修课程,1.5,,李爱华
50G01120,中国少数民族的历史、宗教与文化(全汉语),马克思主义学院,选修,公共选修课程,1.5,,黄建华
50G01170,CAD与三维设计(全汉语),机械工程及自动化学院,选修,公共选修课程,1,,陈甜甜
50G01240,声乐与合唱艺术(全汉语),人文社会科学学院,选修,公共选修课程,1.5,,苏丹娜
50G01270,国际商法(全汉语),法学院,选修,公共选修课程,1.5,,薄守省|孙新强
B2G010130,清洁生产与可持续发展(全汉语),材料科学与工程学院,选修,一般通识类,1,,朱立群|李卫平
B2G020120,航空电子导航(全汉语),电子信息工程学院,选修,一般通识类,1,,赵 昀
B2G020150,EDA基础(全汉语),电子信息工程学院,选修,一般通识类,1,,王文光
B2G030150,单片机原理及应用(Motorola)(全汉语),自动化科学与电气工程学院,选修,一般通识类,1.5,,张 静
B2G030160,DSP原理及应用(全汉语),自动化科学与电气工程学院,选修,一般通识类,2,,孙 丹
B2G030230,电子自助实验(全汉语),自动化科学与电气工程学院,选修,一般通识类,2,,肖 瑾
B2G030250,基于ARM的现代电子技术实验(全汉语),自动化科学与电气工程学院,选修,一般通识类,1,,黄亚玲
B2G030270,嵌入式应用硬件接口电路实验(全汉语),自动化科学与电气工程学院,选修,一般通识类,1,,李 莉
B2G030280,可编程控制器(PLC)的工作原理及应用(全汉语),自动化科学与电气工程学院,选修,一般通识类,1,,李 可
B2G050120,飞机设计概论(全汉语),航空科学与工程学院,选修,一般通识类,1.5,,周尧明
B2G050130,工程流体力学(全汉语),航空科学与工程学院,选修,一般通识类,1,,赵小虎
B2G050150,现代战争中的隐身技术(全汉语),航空科学与工程学院,选修,一般通识类,1,,姬金祖
B2G050150,现代战争中的隐身技术(全汉语),航空科学与工程学院,选修,一般通识类,1,,姬金祖
B2G060130,计算机网络安全技术(全汉语),计算机学院,选修,一般通识类,1.5,,夏春和
B2G060230,分布式虚拟环境(全汉语),计算机学院,选修,一般通识类,1,,周 忠
B2G060240,CUDA编程与应用(全汉语),计算机学院,选修,一般通识类,1,,李吉刚
B2G060260,数字图像工程基础(全汉语),计算机学院,选修,一般通识类,1,,李 波|胡海苗
B2G070120,先进制造技术概论(英语授课)(全英语),机械工程及自动化学院,选修,一般通识类,2,,乔立红
B2G070220,产品创新设计方法导论(全汉语),机械工程及自动化学院,选修,一般通识类,1,,魏 巍
B2G070290,创意创新创业(全汉语),机械工程及自动化学院,选修,一般通识类,1,,王田苗
B2G070310,有趣的机构发明(全汉语),机械工程及自动化学院,选修,一般通识类,1,,于靖军
B2G110210,舞蹈艺术（1）(全汉语),人文社会科学学院,选修,一般通识类,1,,刘峥洋
B2G110250,歌剧欣赏(全汉语),人文社会科学学院,选修,一般通识类,1,,苏丹娜
B2G110280,音乐作品分析与欣赏(全汉语),人文社会科学学院,选修,一般通识类,1,,苏丹娜
B2G130110,适航概论(全汉语),交通科学与工程学院,选修,一般通识类,1,,张曙光|柯 鹏
B2G150110,导弹概论(全汉语),宇航学院,选修,一般通识类,1,,周 韬
B2G150210,深空探测导论(全汉语),宇航学院,选修,一般通识类,1.5,,徐世杰|王 悦
B2G190120,开放物理实验(全汉语),物理科学与核能工程学院,选修,一般通识类,2,,唐 芳
B2G270150,印象北京(全汉语),化学学院,选修,一般通识类,1,,薛 峰
B2G280200,沧桑正道：中国共产党与国家治理能力和治理体系现代化(全汉语),马克思主义学院,选修,一般通识类,2,,马炳涛
B2G510210,大学生团体心理辅导(全汉语),学生处武装部,选修,一般通识类,1,,张 焰
B2G520110,信息检索与网络应用(全汉语),图书馆,选修,一般通识类,1,,冯花朴
B2G560130,音乐剧欣赏与表演实践（1）(全汉语),团委,选修,一般通识类,1,,张冉
B2G560250,戏剧鉴赏（1）(全汉语),团委,选修,一般通识类,1,,钱晓天
B2G560280,职业发展与就业指导（2）(全汉语),招生就业处,选修,一般通识类,1,,陈伟东
B2G560280,职业发展与就业指导（2）(全汉语),招生就业处,选修,一般通识类,1,,刘 睿
B2G560330,健康常识教育(全汉语),校医院,选修,一般通识类,1,,曹丽娟
B2G560370,创业实训（1）(全汉语),校内其它单位,选修,一般通识类,1,,董青春
B2G560380,航模技术(初级)(全汉语),校内其它单位,选修,一般通识类,2,,孙景桥
B3I050511,弹性力学（英文）(全英语),航空科学与工程学院,选修,一般专业类,3,,张 彤|孙玉鑫|郭早阳|董雷霆
B3I09311A,微分几何(全汉语),数学与系统科学学院,必修,一般专业类,3,,贺慧霞
B3I09331A,最优化理论与算法(全汉语),数学与系统科学学院,选修,一般专业类,3,,刘红英
B3I123510,修辞学导论(英汉双语),外国语学院,选修,一般专业类,2,,钱多秀
B3I123520,公众演讲(全英语),外国语学院,选修,一般专业类,2,,Franny Solnic
B3I123530,体裁写作(英汉双语),外国语学院,选修,一般专业类,2,,李英梅
B3I123550,美国研究(英汉双语),外国语学院,选修,一般专业类,2,,郑 飞
B3I123710,英汉交替传译（1）(英汉双语),外国语学院,选修,一般专业类,2,,胥国红
B3I123720,汉英交替传译（1）(英汉双语),外国语学院,选修,一般专业类,2,,王 沛
B3I123730,计算机辅助翻译(英汉双语),外国语学院,选修,一般专业类,2,,钱多秀
B3I123740,英汉语言对比(英汉双语),外国语学院,选修,一般专业类,2,,王义娜
B3I123750,翻译概论(英汉双语),外国语学院,选修,一般专业类,2,,文 军
B3I123770,文学翻译(英汉双语),外国语学院,选修,一般专业类,2,,彭 予
B3I123790,新闻编译 (英汉双语),外国语学院,选修,一般专业类,2,,钱多秀
B3I13362B,金属与复合材料力学分析(全汉语),交通科学与工程学院,选修,一般专业类,2,,潘 强
B3I13368B,矢量与张量引论(全汉语),交通科学与工程学院,选修,一般专业类,2,,张艳来
B3I14361A,安全原理(全汉语),可靠性与系统工程学院,必修,一般专业类,1.5,,赵廷弟
B3J013360,金属材料制备原理及工艺(全汉语),材料科学与工程学院,选修,一般专业类,2,,蒋成保
B3J013370,无机非金属材料制备原理及工艺(全汉语),材料科学与工程学院,选修,一般专业类,2,,张 跃
B3J013380,高分子及复合材料制备基础(全汉语),材料科学与工程学院,选修,一般专业类,2,,顾轶卓
B3J013390,材料成型原理及工艺(全汉语),材料科学与工程学院,选修,一般专业类,2,,周铁涛|吴国清
B3J014510,分析化学(全汉语),材料科学与工程学院,选修,一般专业类,2,,李松梅
B3J014710,结构化学（B）(全汉语),材料科学与工程学院,选修,一般专业类,2,,杨 光
B3J014720,界面化学(全汉语),材料科学与工程学院,选修,一般专业类,2,,王小群
B3J033010,自动化专业导论(全汉语),自动化科学与电气工程学院,选修,一般专业类,1,,霍 伟|王少萍|袁海文|任 章|秦世引|段海滨
B3J033270,传感器与测试技术基础(全汉语),自动化科学与电气工程学院,选修,一般专业类,2,,闫 蓓
B3J033350,机电工程创新设计导论(全汉语),自动化科学与电气工程学院,选修,一般专业类,1,,焦宗夏|尚耀星
B3J033530,计算机网络与通讯(全汉语),自动化科学与电气工程学院,选修,一般专业类,1.5,,段海滨|马耀飞
B3J033550,虚拟现实技术(全汉语),自动化科学与电气工程学院,选修,一般专业类,1.5,,赵永嘉
B3J033570,应用离散数学(全汉语),自动化科学与电气工程学院,选修,一般专业类,2,,郑 征
B3J033810,信息理论与技术基础(全汉语),自动化科学与电气工程学院,选修,一般专业类,2,,陶 飞
B3J043940,计算机软件技术基础(全汉语),能源与动力工程学院,选修,一般专业类,2,,岳 明
B3J05011A,航空发动机原理及应用(全汉语),航空科学与工程学院,选修,一般专业类,1.5,,周尧明
B3J05011A,航空发动机原理及应用(全汉语),航空科学与工程学院,选修,一般专业类,1.5,,祝 明
B3J05011A,航空发动机原理及应用(全汉语),航空科学与工程学院,选修,一般专业类,1.5,,陶国权
B3J05014A,飞行器适航基础(全汉语),航空科学与工程学院,选修,一般专业类,1,,孙康文
B3J05020A,航空工程大型通用软件应用（1）(全汉语),航空科学与工程学院,选修,一般专业类,1.5,,吴永康|焦起祥|周 越|邹 辉|罗明强|胡天翔|姜振华
B3J05020A,航空工程大型通用软件应用（1）(全汉语),航空科学与工程学院,选修,一般专业类,1.5,,吴永康|焦起祥|周 越|邹 辉|罗明强|胡天翔|姜振华
B3J05020A,航空工程大型通用软件应用（1）(全汉语),航空科学与工程学院,选修,一般专业类,1.5,,吴永康|焦起祥|周 越|邹 辉|罗明强|胡天翔|姜振华
B3J05020A,航空工程大型通用软件应用（1）(全汉语),航空科学与工程学院,选修,一般专业类,1.5,,吴永康|焦起祥|周 越|邹 辉|罗明强|胡天翔|姜振华
B3J05020A,航空工程大型通用软件应用（1）(全汉语),航空科学与工程学院,选修,一般专业类,1.5,,吴永康|焦起祥|周 越|邹 辉|罗明强|胡天翔|姜振华
B3J05023A,结构设计适航基础(全汉语),航空科学与工程学院,选修,一般专业类,2,,徐伟强
B3J05026A,损伤容限设计(全汉语),航空科学与工程学院,选修,一般专业类,1,,张纪奎
B3J05027A,微小型飞行器创新设计与实践(全汉语),航空科学与工程学院,选修,一般专业类,2,,吴永康|焦起祥|王维军|黄 俊|万志强|王耀坤
B3J05039A,空气动力学B（2）(全汉语),航空科学与工程学院,选修,一般专业类,2,,潘 翀|高振勋|胡天翔
B3J05039A,空气动力学B（2）(全汉语),航空科学与工程学院,选修,一般专业类,2,,吴宗成 郭 辉
B3J05045A,水动力学基础(全汉语),航空科学与工程学院,选修,一般专业类,2,,马 亮
B3J050621,Finite Element Method with Programming(全英语),航空科学与工程学院,选修,一般专业类,3,,张 彤|孙玉鑫|郭早阳|董雷霆
B3J05066A,矢量、场论及张量初步(全汉语),航空科学与工程学院,选修,一般专业类,2,,张 铮
B3J05070A,振动力学基础(全汉语),航空科学与工程学院,选修,一般专业类,2,,邢誉峰
B3J05083A,换热器设计(全汉语),航空科学与工程学院,选修,一般专业类,1,,高红霞
B3J05092A,张量计算初步及其在力学中的应用(全汉语),航空科学与工程学院,选修,一般专业类,2,,陈来文
B3J05391A,水波方程与非线性可积系统(全汉语),航空科学与工程学院,选修,一般专业类,2,,于 鑫
B3J063310,信号与系统(全汉语),计算机学院,选修,一般专业类,2,,何 兵|张永飞
B3J063320,嵌入式系统设计实训,计算机学院,选修,一般专业类,2,,牛建伟|姜宏旭|孙 青|李辉勇
B3J063410,数据库原理课程设计(全汉语),计算机学院,选修,一般专业类,1,,郎 波
B3J063410,数据库原理课程设计(全汉语),计算机学院,选修,一般专业类,1,,刘 瑞
B3J063820,计算机工程中最优化的方法(全汉语),计算机学院,选修,一般专业类,2,,冷 彪
B3J063830,RUBY语言程序设计(全汉语),计算机学院,选修,一般专业类,1,,沃天宇
B3J063850,移动计算导论(全汉语),计算机学院,选修,一般专业类,1.5,,牛建伟|阮 利|盛 浩
B3J063870,数据挖掘导论(全汉语),计算机学院,选修,一般专业类,2,,王静远
B3J063880,机器学习导论(全汉语),计算机学院,选修,一般专业类,2,,王蕴红|张永飞|王静远|黄 迪
B3J063892,无线网络系统(全汉语),计算机学院,选修,一般专业类,2,,白跃彬
B3J063894,智能计算体系结构(全汉语),计算机学院,选修,一般专业类,2,,杨建磊
B3J063895,大数据科学导论(全汉语),计算机学院,选修,一般专业类,1.5,,吴文峻
B3J073710,产品设计(1)(全汉语),机械工程及自动化学院,选修,一般专业类,2.5,,尹 虎
B3J073750,环境设计(1)(全汉语),机械工程及自动化学院,选修,一般专业类,2,,张 融|魏晓东
B3J082350,ERP沙盘模拟实验(全汉语),经济管理学院,选修,一般专业类,1.5,,韩小汀
B3J082350,ERP沙盘模拟实验(全汉语),经济管理学院,选修,一般专业类,1.5,,曹 明
B3J082630,职业能力提升-求职技能(全汉语),经济管理学院,选修,一般专业类,0.5,,牟 晖
B3J083410,可用性工程(全汉语),经济管理学院,选修,一般专业类,2,,周荣刚
B3J083430,跨文化管理(全汉语),经济管理学院,选修,一般专业类,1.5,,方 虹
B3J083450,商务口语(全英语),经济管理学院,选修,一般专业类,2,,李 卫
B3J083470,数据库技术基础(全汉语),经济管理学院,选修,一般专业类,2,,何玉敏
B3J083490,系统分析与评价(全汉语),经济管理学院,选修,一般专业类,2,,罗开平
B3J083520,知识管理概论(全汉语),经济管理学院,选修,一般专业类,1.5,,王 君
B3J09311A,计算几何(全汉语),数学与系统科学学院,选修,一般专业类,2,,陈肖宇
B3J09321A,数理统计(全汉语),数学与系统科学学院,必修,一般专业类,3,,刘 超
B3J09331A,三年级研讨课（1）(全汉语),数学与系统科学学院,选修,一般专业类,1,,王 鹏
B3J09331A,三年级研讨课（1）(全汉语),数学与系统科学学院,选修,一般专业类,1,,杨义川
B3J09331A,三年级研讨课（1）(全汉语),数学与系统科学学院,选修,一般专业类,1,,郭定辉
B3J09331A,三年级研讨课（1）(全汉语),数学与系统科学学院,选修,一般专业类,1,,王进良
B3J100190,系统工程概论(全汉语),生物与医学工程学院,选修,一般专业类,1.5,,周前祥
B3J113150,政府公共关系与危机管理(全汉语),人文社会科学学院,选修,一般专业类,2,,贾哲敏
B3J113210,地方政府管理(全汉语),人文社会科学学院,选修,一般专业类,2,,涂晓芳|杜治洲
B3J113220,公共部门决策理论与方法(全汉语),人文社会科学学院,选修,一般专业类,2,,胡象明
B3J113230,比较政府与政治(全汉语),人文社会科学学院,选修,一般专业类,2,,任丙强
B3J113240,计算机网络与应用(全汉语),人文社会科学学院,选修,一般专业类,2,,简南红
B3J113410,变态心理学(全汉语),人文社会科学学院,选修,一般专业类,2,,王慧琳
B3J113730,法经济学(全汉语),人文社会科学学院,选修,一般专业类,2,,黄 岩
B3J113840,外国税制(全汉语),人文社会科学学院,选修,一般专业类,2,,韩 霞
B3J113890,项目管理(全汉语),人文社会科学学院,选修,一般专业类,2,,侯琳琳
B3J113920,计量实验课(全汉语),人文社会科学学院,选修,一般专业类,2,,刘美芳
B3J114430,航空航天心理学(全汉语),人文社会科学学院,选修,一般专业类,2,,邓丽芳
B3J123110,语音与音系(全英语),外国语学院,选修,一般专业类,2,,袁 野
